merchant_id,merchant_name,dominant_category,merchant_city,merchant_state,merchant_lat,merchant_long,merchant_since,is_active
10297,fraud_Schmidt Group,shopping_pos,Denver,CO,39.977273,-105.005923,2010-12-10,1
10298,fraud_Bogan,home,Seattle,WA,47.706735,-122.528708,2020-08-14,1
10299,fraud_Schmidt,shopping_net,Houston,TX,29.575773,-95.645279,2018-01-03,1
10300,fraud_Halvorson and Sons,food_dining,San Antonio,TX,29.225461,-98.626446,2019-11-12,1
10301,fraud_Halvorson,misc_net,San Diego,CA,32.521906,-117.407878,2021-02-27,1
10302,fraud_Emmerich Group,food_dining,Charlotte,NC,34.999482,-80.866633,2011-10-09,1
10303,fraud_Boyle,home,Chicago,IL,41.7019,-87.711238,2016-08-03,1
10304,fraud_Cole Ltd,shopping_net,Phoenix,AZ,33.45045,-111.959763,2020-01-01,0
10305,fraud_Reilly Inc,health_fitness,Philadelphia,PA,39.676187,-74.985554,2010-12-13,1
10306,fraud_Boyle,misc_pos,Phoenix,AZ,33.52514,-112.324945,2011-04-15,1
10307,fraud_Waters Ltd,gas_transport,Columbus,OH,40.185347,-82.746277,2010-09-13,1
10308,fraud_Boyle,grocery_pos,San Diego,CA,32.452347,-117.294973,2012-10-31,1
10309,fraud_Rutherford,entertainment,Philadelphia,PA,40.136321,-75.016244,2018-08-03,0
10310,fraud_Schmidt,health_fitness,Columbus,OH,39.771913,-83.17319,2018-04-27,1
10311,fraud_Pfeffer,gas_transport,Austin,TX,30.189483,-97.752386,2021-11-16,1
10312,fraud_Waters and Sons,grocery_net,Houston,TX,29.831353,-95.448452,2010-08-01,1
10313,fraud_Yost,home,Boston,MA,42.337621,-70.910417,2012-08-22,1
10314,fraud_Stroman,kids_pets,Houston,TX,29.48241,-95.518338,2016-05-28,1
10315,fraud_Cormier Group,gas_transport,San Diego,CA,32.84371,-116.923976,2019-12-26,1
10316,fraud_Halvorson,grocery_net,Charlotte,NC,35.234106,-80.823832,2022-05-03,0
10317,fraud_Bogan,gas_transport,Seattle,WA,47.370503,-122.363653,2013-11-27,1
10318,fraud_Emmerich LLC,gas_transport,Denver,CO,39.75877,-105.144818,2015-04-24,1
10319,fraud_Kunze PLC,health_fitness,Philadelphia,PA,39.814146,-75.23883,2022-05-17,1
10320,fraud_Boyle,shopping_net,Los Angeles,CA,33.764243,-118.350453,2018-12-06,1
10321,fraud_Emmerich,travel,San Antonio,TX,29.250969,-98.597102,2022-11-23,1
10322,fraud_Hart,grocery_net,Columbus,OH,39.733057,-82.764484,2020-02-04,1
10323,fraud_Emmerich PLC,kids_pets,Columbus,OH,40.017355,-82.891339,2014-01-30,1
10324,fraud_Reilly,grocery_pos,Seattle,WA,47.779703,-122.333035,2012-10-14,0
10325,fraud_Hart LLC,misc_net,Philadelphia,PA,39.704752,-75.142936,2015-01-22,1
10326,fraud_Emmerich,grocery_net,Seattle,WA,47.658305,-122.184836,2015-08-15,1
10327,fraud_Douglas Ltd,kids_pets,Phoenix,AZ,33.407396,-112.297452,2021-12-19,1
10328,fraud_Emmerich,kids_pets,Austin,TX,30.137466,-97.825251,2013-06-17,1
10329,fraud_Boyle,entertainment,Austin,TX,30.35475,-97.700633,2022-08-23,1
10330,fraud_Kunze Ltd,kids_pets,Denver,CO,39.652858,-104.698391,2015-12-09,1
10331,fraud_Homenick,grocery_pos,Columbus,OH,40.024665,-83.156464,2021-03-03,0
10332,fraud_Bogan,health_fitness,Phoenix,AZ,33.209469,-112.282285,2015-06-30,1
10333,fraud_Bogan,grocery_pos,Charlotte,NC,35.074675,-81.046691,2013-07-18,1
10334,fraud_Reilly,entertainment,Houston,TX,29.57234,-95.498743,2023-08-10,1
10335,fraud_Halvorson,misc_net,Philadelphia,PA,39.756624,-74.927141,2017-09-30,1
10336,fraud_Hart,home,Dallas,TX,32.52484,-96.782293,2012-05-19,1
10337,fraud_Rutherford,health_fitness,Phoenix,AZ,33.394638,-111.784573,2015-07-24,1
10338,fraud_Cole Inc,kids_pets,Seattle,WA,47.373423,-122.393387,2019-05-19,1
10339,fraud_Marks,kids_pets,Boston,MA,42.641782,-70.839596,2017-01-05,1
10340,fraud_Marks,health_fitness,Dallas,TX,32.966943,-96.942258,2021-03-09,1
10341,fraud_Yost Inc,health_fitness,Dallas,TX,32.579233,-96.695814,2015-05-27,1
10342,fraud_Homenick Group,health_fitness,Phoenix,AZ,33.706026,-112.039942,2023-05-27,1
10343,fraud_Bogan,grocery_net,Seattle,WA,47.649168,-122.464113,2019-09-01,1
10344,fraud_Stroman,food_dining,Denver,CO,39.900896,-105.178074,2018-03-17,1
10345,fraud_Waters PLC,entertainment,Houston,TX,29.654608,-95.414538,2022-05-30,1
10346,fraud_Bailey Inc,home,Denver,CO,39.743766,-105.144854,2016-04-10,0
10347,fraud_Boyle Group,entertainment,San Antonio,TX,29.193002,-98.427228,2017-08-09,0
10348,fraud_Kutch,kids_pets,Houston,TX,29.633578,-95.321057,2021-06-02,1
10349,fraud_Emmerich Group,misc_net,Chicago,IL,41.670718,-87.641116,2017-06-21,1
10350,fraud_Emmerich,home,Austin,TX,30.286754,-98.012006,2013-02-19,1
10351,fraud_Boyle Inc,misc_net,Austin,TX,30.169163,-97.962451,2016-09-17,0
10352,fraud_Halvorson,home,Dallas,TX,32.514725,-96.503024,2020-12-26,0
10353,fraud_Bogan,entertainment,New York,NY,40.606212,-73.820075,2017-06-06,1
10354,fraud_Reilly,misc_net,Denver,CO,39.591984,-104.881398,2010-08-07,0
10355,fraud_Yost Ltd,personal_care,Denver,CO,39.895337,-104.932917,2022-12-22,0
10356,fraud_Rutherford,health_fitness,Austin,TX,30.250146,-97.795995,2013-10-28,0
10357,fraud_Boyle,gas_transport,San Antonio,TX,29.333421,-98.235883,2015-06-08,1
10358,fraud_Homenick,shopping_pos,Los Angeles,CA,34.250572,-117.964684,2010-06-05,1
10359,fraud_Halvorson,misc_net,San Antonio,TX,29.198678,-98.35508,2014-07-29,1
10360,fraud_Emmerich,health_fitness,Boston,MA,42.623104,-71.25016,2011-05-26,1
10361,fraud_Emmerich and Sons,health_fitness,Columbus,OH,39.701098,-82.854128,2021-10-14,1
10362,fraud_Halvorson,home,San Diego,CA,32.760384,-116.956003,2017-09-05,0
10363,fraud_Kutch,misc_net,Seattle,WA,47.390063,-122.15494,2015-12-06,0
10364,fraud_Yost LLC,home,Phoenix,AZ,33.269376,-112.275806,2016-09-11,1
10365,fraud_Bogan,shopping_pos,Charlotte,NC,35.025659,-80.654355,2020-12-19,1
10366,fraud_Yost Ltd,shopping_net,Phoenix,AZ,33.547518,-112.060161,2012-09-25,0
10367,fraud_Douglas Inc,entertainment,Seattle,WA,47.521498,-122.10578,2013-04-14,1
10368,fraud_Schmidt Ltd,entertainment,,CA,33.987667,-118.05374,2019-12-03,1
10369,fraud_Yost PLC,home,Phoenix,AZ,33.411881,-112.147833,2016-02-04,1
10370,fraud_Cole,shopping_pos,Austin,TX,30.244808,-97.862273,2015-06-10,1
10371,fraud_Emmerich LLC,grocery_net,New York,NY,40.861366,-74.004368,2019-04-09,1
10372,fraud_Yost LLC,home,New York,NY,40.552128,-73.766255,2013-07-17,1
10373,fraud_Yost,personal_care,Houston,TX,29.690735,-95.343668,2016-06-11,1
10374,fraud_Bogan,personal_care,Boston,MA,42.603983,-70.984357,2012-01-03,0
10375,fraud_Rutherford,travel,Charlotte,NC,34.997239,-80.579201,2010-11-02,1
10376,fraud_Reilly,grocery_pos,Chicago,IL,41.954725,-87.728857,2018-11-27,1
10377,fraud_Marks,shopping_net,Seattle,WA,47.389763,-122.155685,2010-11-03,1
10378,fraud_Bogan,entertainment,Los Angeles,CA,34.124244,-118.223623,2016-05-20,1
10379,fraud_Douglas,gas_transport,Boston,MA,42.596436,-70.885742,2021-04-23,1
10380,fraud_Stroman Group,gas_transport,Philadelphia,PA,39.743605,-75.278167,2020-04-17,1
10381,fraud_Marks and Sons,shopping_net,Denver,CO,39.588293,-104.843932,2022-09-26,1
10382,fraud_Marks,food_dining,Columbus,OH,39.681319,-82.956866,2019-08-05,0
10383,fraud_Halvorson Ltd,gas_transport,Los Angeles,CA,34.209675,-118.017641,2013-02-25,1
10384,fraud_Halvorson,shopping_net,New York,NY,40.618049,-73.813246,2018-08-09,1
10385,fraud_Pfeffer,shopping_net,Philadelphia,PA,39.718979,-74.957329,2023-01-24,0
10386,fraud_Kunze and Sons,shopping_pos,Charlotte,NC,35.003593,-80.904728,2011-05-24,1
10387,fraud_Pfeffer Inc,home,Columbus,OH,40.139577,-83.20885,2016-12-22,1
10388,fraud_Bogan LLC,gas_transport,Houston,TX,29.597951,-95.236448,2020-09-22,1
10389,fraud_Pfeffer,entertainment,Austin,TX,30.399222,-97.658411,2019-04-30,0
10390,fraud_Yost,misc_pos,Denver,CO,39.855569,-104.964665,2014-11-25,1
10391,fraud_Boyle,home,Los Angeles,CA,33.903279,-118.336282,2020-01-08,0
10392,fraud_Kutch PLC,grocery_pos,Los Angeles,CA,33.861159,-117.99863,2022-04-14,0
10393,fraud_Cormier,gas_transport,Chicago,IL,41.928135,-87.689289,2017-05-11,0
10394,fraud_Pfeffer LLC,kids_pets,Charlotte,NC,35.204303,-80.57473,2020-12-18,1
10395,fraud_Emmerich,health_fitness,New York,NY,40.504811,-73.954262,2012-12-16,0
10396,fraud_Reilly,home,New York,NY,40.716333,-73.939127,2020-05-15,1
10397,fraud_Kunze Group,shopping_pos,Charlotte,NC,34.937966,-80.619826,2022-12-21,1
10398,fraud_Schmidt,grocery_net,Charlotte,NC,35.486371,-80.80402,2022-02-20,1
10399,fraud_Bailey,grocery_pos,San Diego,CA,32.83369,-116.9076,2016-06-09,1
